asset_type,route,source_file,slug,source_title_not_verified_claim,source_date,source_status,source_draft,source_published,program_group,review_status,indexing_policy,owner_role,verification_reference,inventory_date
marketing_route,/compliance/hipaa,apps/web/src/app/compliance/hipaa/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/compliance/hipaa/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/automotive,apps/web/src/app/industries/automotive/page.tsx,,Automotive phone workflows for business,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/data/industry-workflows.ts; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/e-commerce,apps/web/src/app/industries/e-commerce/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/e-commerce/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/education,apps/web/src/app/industries/education/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/education/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/financial-services,apps/web/src/app/industries/financial-services/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/financial-services/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/healthcare,apps/web/src/app/industries/healthcare/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/healthcare/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/hr-recruiting,apps/web/src/app/industries/hr-recruiting/page.tsx,,HR and recruiting phone workflows for business,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/data/industry-workflows.ts; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/logistics,apps/web/src/app/industries/logistics/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/logistics/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/manufacturing-engineering,apps/web/src/app/industries/manufacturing-engineering/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/manufacturing-engineering/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries,apps/web/src/app/industries/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/real-estate,apps/web/src/app/industries/real-estate/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/saas,apps/web/src/app/industries/saas/page.tsx,,SaaS customer phone workflows for business,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/data/industry-workflows.ts; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/industries/travel-hospitality,apps/web/src/app/industries/travel-hospitality/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/industries/travel-hospitality/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/open-source,apps/web/src/app/open-source/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/,apps/web/src/app/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/pricing,apps/web/src/app/pricing/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/privacy-policy,apps/web/src/app/privacy-policy/page.tsx,,,,,,,current_route,reviewed_owner_policy_confirmation_required,production_index_follow_canonical_verified,Business/legal and privacy/operations owners,trust-review-2026-09-06.md; apps/web/src/app/privacy-policy/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/solutions/ai-answering-service,apps/web/src/app/solutions/ai-answering-service/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/solutions/ai-receptionist,apps/web/src/app/solutions/ai-receptionist/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/solutions,apps/web/src/app/solutions/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/solutions/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/terms-of-service,apps/web/src/app/terms-of-service/page.tsx,,,,,,,current_route,reviewed_owner_policy_confirmation_required,production_index_follow_canonical_verified,Business/legal and privacy/operations owners,trust-review-2026-09-06.md; apps/web/src/app/terms-of-service/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/appointment-scheduling,apps/web/src/app/use-cases/appointment-scheduling/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/customer-support,apps/web/src/app/use-cases/customer-support/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/operations-automation,apps/web/src/app/use-cases/operations-automation/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/use-cases/operations-automation/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/order-status-returns,apps/web/src/app/use-cases/order-status-returns/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/use-cases/order-status-returns/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases,apps/web/src/app/use-cases/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/use-cases/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/reminders-collections,apps/web/src/app/use-cases/reminders-collections/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/use-cases/reminders-collections/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/use-cases/sales-lead-gen,apps/web/src/app/use-cases/sales-lead-gen/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/resources,apps/web/src/app/resources/page.tsx,resources,AI phone-agent buyer resources,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web + content owner,Resource tests and generation manifest; deployment pending; verification-assets/production-final-2026-09-06.json,2026-09-06
